ID,Index,Questions,Models,Users,Notes,Category,Stage,Stage_minor,Sentences
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"What to Eat: Lean meats (chicken, turkey), fish, tofu, eggs, Greek yogurt, and legumes."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Why: Protein can help you feel full longer and slow down the absorption of carbs, making it easier to maintain stable blood sugar levels."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Healthy Fats Are Your Friend
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"What to Eat: Avocado, nuts, seeds, olive oil, and fatty fish (like salmon and sardines)."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Why: Healthy fats help keep you full and are beneficial for heart health.
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Pairing fats with carbs can also reduce the overall glycemic response.
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Portion Control and Balanced Meals
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Strategy: Fill half your plate with non-starchy vegetables, a quarter with lean protein, and a quarter with whole grains or starchy vegetables."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Why: This approach helps maintain balanced blood sugar by providing steady energy from carbs while incorporating fiber, protein, and fat."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"What to Drink: Water, herbal teas, and unsweetened beverages."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Why: Proper hydration helps maintain blood sugar levels.
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Avoid sugary drinks and limit fruit juices, even unsweetened ones."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Limit: Packaged snacks, ready-made meals, processed meats, and frozen dinners."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Why: These often contain hidden sugars, unhealthy fats, and additives that can disrupt blood sugar management."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Be Mindful of Fruit Choices
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Best Options: Berries, apples, pears, and cherries (as they have a lower glycemic index)."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Avoid or Limit: Fruit juices and dried fruits, which can be high in sugar and lack fiber."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Establish Consistent Eating Times
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Why: Eating at regular intervals can help maintain steady blood sugar levels and prevent excessive hunger, which can lead to overeating or cravings for sugary foods."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Why: Alcohol can cause fluctuations in blood sugar, and some alcoholic beverages are high in sugars."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Aim to drink in moderation, if at all."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Sample Day of Meals
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Breakfast: Greek yogurt with chia seeds, berries, and a sprinkle of nuts."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Lunch: Mixed salad with leafy greens, grilled chicken, avocado, and a vinaigrette dressing."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,Snack: A small handful of nuts or an apple with almond butter.
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"Dinner: Grilled salmon with quinoa, steamed broccoli, and a side of mixed greens."
3,1,"I have prediabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,1,1,"It’s also valuable to consult with a healthcare provider or registered dietitian, as they can tailor dietary advice to your specific health needs and lifestyle."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"For managing prediabetes, regular physical activity is one of the most effective ways to help control blood sugar levels and reduce the risk of developing type 2 diabetes."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Goal: Try to exercise for 150 minutes per week.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"This translates to about 30 minutes, five days a week."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Types: Both aerobic exercise (e.g., walking, cycling, swimming) and strength training (e.g., weight lifting, resistance bands) have been shown to benefit blood sugar control."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Focus on Aerobic Exercise
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Examples: Walking, cycling, swimming, or jogging at a comfortable pace."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Intensity: Aim for moderate intensity.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,You should be able to hold a conversation but feel slightly out of breath.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Benefit: Regular aerobic exercise helps your body use insulin more efficiently, which can help lower blood sugar levels."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Frequency: Twice a week on non-consecutive days.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Exercises: Use body weight (push-ups, squats), resistance bands, or light weights."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Benefit: Strength training helps build muscle mass, which increases the body’s glucose uptake and can improve insulin sensitivity."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Incorporate Short Bursts of Activity
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Try adding 3-5 minutes of light activity after each meal.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Gentle activities like standing, walking, or stretching are good choices."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Benefit: These short bursts can reduce blood sugar spikes after meals.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Mindfulness and Flexibility Training
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Options: Yoga, Tai Chi, or simple stretching routines."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Frequency: At least once or twice per week.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Benefit: These activities improve flexibility, reduce stress, and support overall well-being."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Lowering stress can indirectly improve blood sugar control since stress hormones can impact glucose levels.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"If you're new to exercise or have other health considerations, start with shorter, lighter sessions and gradually build up intensity and duration."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Monitor Your Blood Sugar
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"If possible, check your blood sugar before and after exercising, especially as you’re establishing new routines."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,This can help you understand how your body responds to different types and intensities of exercise.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Stay Hydrated and Plan Nutrition
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"Drink water before, during, and after exercise."
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,Having a small snack with a mix of protein and carbs can be helpful before workouts if you’re prone to blood sugar drops during activity.
16,2,"I have prediabetes, what are your recommendations on physical activity / exercise  ?",ChatGpt 4o,1,,4,1,1,"By integrating these exercise recommendations into your lifestyle, you can help keep your blood sugar levels in a healthier range and reduce the progression from prediabetes to type 2 diabetes."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"For managing type 2 diabetes through diet, focusing on balanced nutrition is key to keeping blood sugar levels stable, promoting weight management, and preventing complications."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Why: Fiber slows down the absorption of sugars and can help improve blood sugar levels.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Eat: Non-starchy vegetables (like leafy greens, broccoli, and peppers), whole grains (such as oats, quinoa, barley), beans, lentils, and nuts."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Goal: Aim for 25–30 grams of fiber daily.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Opt for Low Glycemic Index (GI) Foods
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Why: Foods with a low GI cause a slower, more gradual rise in blood sugar."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Eat: Whole grains, legumes, non-starchy vegetables, and certain fruits like berries, apples, and pears."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Goal: Minimize intake of high-GI foods, such as white bread, white rice, and sugary drinks."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Limit Refined Carbohydrates and Sugary Foods
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Why: Refined carbs are rapidly digested and can spike blood sugar.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Avoid: Sugary snacks, white bread, white rice, pastries, and sweetened beverages."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Goal: Replace refined carbs with whole grains or low-carb options, like cauliflower rice or zucchini noodles."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Focus on Healthy Fats
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Why: Healthy fats can improve satiety and support heart health, which is especially important for those with diabetes."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Eat: Olive oil, avocados, nuts, seeds, and fatty fish (like salmon or sardines)."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Goal: Include a small amount of healthy fats in each meal to improve meal satisfaction without causing blood sugar spikes.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Why: Protein has minimal effect on blood sugar and can aid in feeling full longer.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Eat: Poultry, fish, eggs, tofu, and legumes (while considering their carb content)."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Goal: Include a source of protein in each meal to stabilize blood sugar.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Why: Controlling portions helps manage calorie intake and prevents overeating, which can lead to weight gain and increased blood sugar."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"How to Implement: Use smaller plates, measure portions, and avoid eating straight from large containers."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"The plate method (half non-starchy vegetables, a quarter lean protein, and a quarter healthy carbs) is a good guideline."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Stay Hydrated with Low or No-Calorie Beverages
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Why: Dehydration can lead to higher blood sugar levels, so it’s essential to stay hydrated."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Drink: Water, unsweetened tea, and black coffee."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"What to Avoid: Sugary drinks, sodas, and fruit juices."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Monitor and Adjust Carbohydrate Intake
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Why: Carbohydrates have the most significant effect on blood sugar, so regulating intake can help manage levels."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"How to Do It: Work with a dietitian to determine the right amount of carbs per meal, often 45–60 grams for meals and 15–30 grams for snacks."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Plan for Regular, Balanced Meals"
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Why: Regular meals help prevent blood sugar spikes and dips.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"When to Eat: Try to eat at consistent times and avoid skipping meals, especially breakfast."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Goal: Have three balanced meals per day and healthy snacks if needed.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Limit Alcohol and Avoid Smoking
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Why: Alcohol can affect blood sugar and interact with diabetes medications.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Smoking can increase the risk of diabetes complications.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Goal: Limit alcohol to moderate levels (1 drink/day for women, 2 for men) and ideally avoid it altogether if advised by your doctor."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Breakfast: Greek yogurt with berries and chia seeds or scrambled eggs with spinach and a slice of whole-grain toast.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Lunch: Salad with leafy greens, chickpeas, cucumber, cherry tomatoes, grilled chicken, and a dressing made of olive oil and vinegar."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Dinner: Grilled salmon with roasted Brussels sprouts and a small portion of quinoa.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Snacks: Almonds, a small apple with peanut butter, or cottage cheese with cucumber slices."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,Regular Monitoring: Keep track of how different foods affect your blood sugar and adjust as needed.
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Consult a Registered Dietitian: A dietitian can tailor a meal plan specific to your lifestyle, preferences, and health needs."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"These changes, combined with regular physical activity, can be very effective in managing type 2 diabetes."
28,3,"I have type 2 diabetes, what are your recommendations on diet?",ChatGpt 4o,1,,1,2,2,"Always discuss significant dietary changes with your healthcare provider, as they can provide personalized advice and ensure your meal plan aligns with any medication or health conditions."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Exercise is a key component in managing type 2 diabetes, as it helps improve insulin sensitivity, control blood sugar levels, and maintain a healthy weight."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Goal: Aim for at least 150 minutes of moderate to vigorous aerobic activity each week (e.g., brisk walking, cycling, swimming)."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Frequency: Spread out activity across at least three days per week, with no more than two consecutive days without exercise."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Benefits: Aerobic exercise helps lower blood sugar and improve cardiovascular health.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"It also increases insulin sensitivity, making your body more responsive to insulin."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Goal: Incorporate resistance exercises at least two to three times per week.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Types of Exercises: Focus on exercises that work all major muscle groups.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Use weights, resistance bands, or body weight (like push-ups or squats)."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Benefits: Strength training helps build muscle, which can help increase metabolism and improve blood sugar management."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Flexibility and Balance Exercises
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Goal: Add flexibility and balance exercises two to three times per week.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Types: Yoga, stretching, and Tai Chi are excellent for flexibility, while balance-focused movements (like standing on one leg) can enhance stability."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Benefits: Flexibility and balance exercises can help prevent falls and improve overall mobility, which is particularly important for managing long-term diabetes complications."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Goal: Break up long periods of sitting by standing or walking for a few minutes every 30 minutes.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Benefit: Prolonged sitting is linked with elevated blood sugar levels, so frequent movement throughout the day helps manage glucose and improves circulation."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Goal: Try interval training once or twice a week if you’re already active.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Approach: Incorporate short bursts of high-intensity exercise followed by a period of rest or low-intensity activity.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"For example, alternate between brisk walking and a moderate-paced walk."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Benefits: Interval training can be effective in lowering blood glucose and improving cardiovascular fitness in less time.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Stay Hydrated and Monitor Blood Sugar
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Hydration: Ensure adequate hydration, as dehydration can raise blood sugar levels."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Monitoring: Monitor your blood sugar before, during, and after exercise, especially if you’re on insulin or medications that lower blood sugar."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,This helps prevent hypoglycemia (low blood sugar) and lets you see how different types of exercise affect your levels.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Listen to Your Body
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Adjustments: If you feel dizzy, short of breath, or experience any discomfort, take a break or stop."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Gradually increase intensity over time.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Foot Care: Check your feet regularly for any sores or blisters, as people with diabetes are more susceptible to foot issues."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Wear proper footwear for exercise.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Creating a Realistic Plan
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Start Small: If you’re new to exercise, start with 10-minute sessions and gradually build up."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Routine: Make exercise a regular part of your week—consistency is key for long-term glucose control.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Aim for a balanced routine of aerobic, strength, flexibility, and balance exercises."
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Avoid prolonged sitting by incorporating small movements throughout the day.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,Monitor your blood sugar regularly and stay hydrated.
40,4,"I have type 2 diabetes, what are your recommendations on physical activity / exercise?",ChatGpt 4o,1,,4,2,2,"Always consult with your healthcare provider before starting a new exercise program, especially if you’re on medications or have any diabetes-related complications like neuropathy or heart disease."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Managing both type 2 diabetes and heart disease requires a diet that helps control blood sugar levels, supports heart health, and reduces the risk of complications."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Focus on Complex Carbohydrates
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Whole Grains: Choose whole grains like oats, brown rice, barley, quinoa, and whole-grain bread."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"These have a low glycemic index (GI), meaning they don’t cause sharp blood sugar spikes."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Fiber-Rich Foods: High-fiber foods like lentils, beans, and non-starchy vegetables (such as spinach, kale, and broccoli) improve blood sugar control and promote heart health."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Increase Healthy Fats and Lean Proteins
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Healthy Fats: Include sources of monounsaturated and polyunsaturated fats like olive oil, avocado, nuts, seeds, and fatty fish (like salmon, mackerel, and sardines)."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Omega-3 fatty acids from fatty fish help reduce inflammation and support heart health.
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Lean Proteins: Opt for lean sources of protein such as skinless poultry, tofu, legumes, and low-fat dairy."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Protein helps control blood sugar by slowing the digestion of carbohydrates.
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Limit Saturated and Trans Fats
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Avoid Trans Fats: Trans fats are found in fried and processed foods, which can raise ""bad"" LDL cholesterol and lower ""good"" HDL cholesterol, increasing heart disease risk."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Reduce Saturated Fats: Limit red meats, full-fat dairy, butter, and tropical oils (like coconut oil), as these can increase cholesterol levels."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Choose plant-based oils or fish oils instead.
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Watch Your Sodium Intake
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Reducing sodium helps control blood pressure, which is crucial for heart health."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,"Limit processed foods, canned soups, frozen meals, and fast food, which often contain high levels of salt."
52,5,"I have type 2 diabetes and was diagnosed with heart disease, what are your recommendations on diet?",ChatGpt 4o,1,,1,3,3,Try to cook with herbs and spices instead of salt to add flavor without sodium.
